Destination Port,Flow Duration,Total Fwd Packets,Total Backward Packets,Total Length of Fwd Packets,Total Length of Bwd Packets,Fwd Packet Length Max,Fwd Packet Length Min,Fwd Packet Length Mean,Fwd Packet Length Std,Bwd Packet Length Max,Bwd Packet Length Min,Bwd Packet Length Mean,Bwd Packet Length Std,Flow Bytes/s,Flow Packets/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Total,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Total,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Length,Bwd Header Length,Fwd Packets/s,Bwd Packets/s,Min Packet Length,Max Packet Length,Packet Length Mean,Packet Length Std,Packet Length Variance,FIN Flag Count,SYN Flag Count,RST Flag Count,PSH Flag Count,ACK Flag Count,URG Flag Count,CWE Flag Count,ECE Flag Count,Down/Up Ratio,Average Packet Size,Avg Fwd Segment Size,Avg Bwd Segment Size,Fwd Header Length.1,Fwd Avg Bytes/Bulk,Fwd Avg Packets/Bulk,Fwd Avg Bulk Rate,Bwd Avg Bytes/Bulk,Bwd Avg Packets/Bulk,Bwd Avg Bulk Rate,Subflow Fwd Packets,Subflow Fwd Bytes,Subflow Bwd Packets,Subflow Bwd Bytes,Init_Win_bytes_forward,Init_Win_bytes_backward,act_data_pkt_fwd,min_seg_size_forward,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,label,binary_label,source_file
80,5783,5,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,864.6031472,1445.75,2398.918003,5044,219,5783,1445.75,2398.918003,5044,219,0,0.0,0.0,0,0,0,0,0,0,160,0,864.6031472,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,160,0,0,0,0,0,0,5,0,0,0,251,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,DoS Hulk,1,Wednesday-workingHours.pcap_ISCX.csv
1086,49,1,1,2,6,2,2,2.0,0.0,6,6,6.0,0.0,163265.3061,40816.32653,49.0,0.0,49,49,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,24,20,20408.16327,20408.16327,2,6,3.333333333,2.309401077,5.333333333,0,0,0,1,0,0,0,0,1,5.0,2.0,6.0,24,0,0,0,0,0,0,1,2,1,6,1024,0,0,24,0.0,0.0,0,0,0.0,0.0,0,0,PortScan,1,Friday-WorkingHours-Afternoon-PortScan.pcap_ISCX.csv
80,998474,4,6,391,11595,391,0,97.75,195.5,5803,0,1932.5,2539.075088,12004.31859,10.01528332,110941.5556,332191.7843,996786,3,998191,332730.3333,575089.0825,996786,622,1644,328.8,589.5215857,1378,3,0,0,0,0,144,200,4.006113329,6.009169993,0,5803,1089.636364,2042.89864,4173434.855,0,0,0,1,0,0,0,0,1,1198.6,97.75,1932.5,144,0,0,0,0,0,0,4,391,6,11595,29200,235,1,32,0.0,0.0,0,0,0.0,0.0,0,0,DoS Hulk,1,Wednesday-workingHours.pcap_ISCX.csv
80,115517494,18,17,306,5409,306,0,17.0,72.12489168,1448,0,318.1764706,597.040643,49.47302614,0.302984412,3397573.353,4718250.202,10000000,11,116000000,6795146.706,4666257.081,10000000,201,111000000,6913463.75,4797780.231,10000000,48,0,0,0,0,584,552,0.155820555,0.147163857,0,1448,158.75,434.6005309,188877.6214,0,0,0,1,0,0,0,0,0,163.2857143,17.0,318.1764706,584,0,0,0,0,0,0,18,306,17,5409,29200,118,1,32,41166.09091,38367.50146,156848,29429,10000000.0,6330.042453,10000000,9998105,BENIGN,0,Wednesday-workingHours.pcap_ISCX.csv
80,513355,3,6,26,11601,20,0,8.666666667,10.26320288,5840,0,1933.5,2201.078258,22649.04403,17.53172756,64169.375,172741.753,491300,43,21452,10726.0,14775.7033,21174,278,513247,102649.4,217456.1462,491300,170,0,0,0,0,72,132,5.843909186,11.68781837,0,5840,1162.7,1918.795458,3681776.011,0,0,0,1,0,0,0,0,2,1291.888889,8.666666667,1933.5,72,0,0,0,0,0,0,3,26,6,11601,8192,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0,DDoS,1,Friday-WorkingHours-Afternoon-DDos.pcap_ISCX.csv
53,201,2,2,84,310,42,42,42.0,0.0,155,155,155.0,0.0,1960199.005,19900.49751,67.0,110.8512517,195,3,3,3.0,0.0,3,3,3,3.0,0.0,3,3,0,0,0,0,40,40,9950.248756,9950.248756,42,155,87.2,61.892649,3830.7,0,0,0,0,0,0,0,0,1,109.0,42.0,155.0,40,0,0,0,0,0,0,2,84,2,310,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN,0,Friday-WorkingHours-Morning.pcap_ISCX.csv
53,49128,1,1,45,61,45,45,45.0,0.0,61,61,61.0,0.0,2157.629051,40.70998209,49128.0,0.0,49128,49128,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,32,20.35499104,20.35499104,45,61,50.33333333,9.237604307,85.33333333,0,0,0,0,0,0,0,0,1,75.5,45.0,61.0,20,0,0,0,0,0,0,1,45,1,61,-1,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN,0,Wednesday-workingHours.pcap_ISCX.csv
53,215,2,2,88,250,44,44,44.0,0.0,125,125,125.0,0.0,1572093.023,18604.65116,71.66666667,123.2652965,214,0,0,0.0,0.0,0,0,1,1.0,0.0,1,1,0,0,0,0,80,80,9302.325581,9302.325581,44,125,76.4,44.36552716,1968.3,0,0,0,0,0,0,0,0,1,95.5,44.0,125.0,80,0,0,0,0,0,0,2,88,2,250,-1,-1,1,40,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN,0,Tuesday-WorkingHours.pcap_ISCX.csv
53,24604,2,2,76,206,38,38,38.0,0.0,103,103,103.0,0.0,11461.5509673224,162.5751910259,8201.3333333333,14121.9875843782,24508,48,48,48.0,0.0,48,48,48,48.0,0.0,48,48,0,0,0,0,64,64,81.2875955129,81.2875955129,38,103,64.0,35.6019662378,1267.5,0,0,0,0,0,0,0,0,1,80.0,38.0,103.0,64,0,0,0,0,0,0,2,76,2,206,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN,0,Monday-WorkingHours.pcap_ISCX.csv
443,110671784,18,17,1631,3576,1229,0,90.61111111,288.5968364,1460,0,210.3529412,482.3594279,47.04902923,0.316250437,3255052.471,4742204.845,10100000,62,111000000,6507857.235,4934132.968,10100000,677,111000000,6914785.25,4797662.878,10100000,212,0,0,0,0,372,484,0.162643082,0.153607355,0,1460,144.6388889,388.6056505,151014.3516,0,0,0,1,0,0,0,0,0,148.7714286,90.61111111,210.3529412,372,0,0,0,0,0,0,18,1631,17,3576,8192,64,17,20,46981.36364,37210.37117,159098,34913,10000000.0,27565.04167,10100000,9999476,BENIGN,0,Thursday-WorkingHours-Morning-WebAttacks.pcap_ISCX.csv
53,232,2,2,74,178,37,37,37.0,0.0,89,89,89.0,0.0,1086206.897,17241.37931,77.33333333,95.19628844,184,1,1,1.0,0.0,1,1,47,47.0,0.0,47,47,0,0,0,0,64,64,8620.689655,8620.689655,37,89,57.8,28.48157299,811.2,0,0,0,0,0,0,0,0,1,72.25,37.0,89.0,64,0,0,0,0,0,0,2,74,2,178,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN,0,Thursday-WorkingHours-Afternoon-Infilteration.pcap_ISCX.csv
53,283,2,2,74,352,37,37,37.0,0.0,176,176,176.0,0.0,1505300.353,14134.27562,94.33333333,122.4636,233,1,1,1.0,0.0,1,1,49,49.0,0.0,49,49,0,0,0,0,80,80,7067.137809,7067.137809,37,176,92.6,76.13343549,5796.3,0,0,0,0,0,0,0,0,1,115.75,37.0,176.0,80,0,0,0,0,0,0,2,74,2,352,-1,-1,1,40,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN,0,Thursday-WorkingHours-Afternoon-Infilteration.pcap_ISCX.csv
80,98608822,7,6,372,11595,372,0,53.14285714,140.602784,5792,0,1932.5,2362.781391,121.3583101,0.131834046,8217401.833,28500000.0,98600000,0,98600000,16400000.0,40300000.0,98600000,0,9590,1918.0,3360.760703,7859,78,0,0,0,0,232,200,0.070987563,0.060846483,0,5792,854.7857143,1759.155837,3094629.258,0,0,0,0,1,0,0,0,0,920.5384615,53.14285714,1932.5,232,0,0,0,0,0,0,7,372,6,11595,251,235,1,32,6.0,0.0,6,6,98600000.0,0.0,98600000,98600000,DoS Hulk,1,Wednesday-workingHours.pcap_ISCX.csv
80,80361333,9,6,62,11607,20,0,6.888888889,5.30199124,4380,0,1934.5,2177.344966,145.2066506,0.186656934,5740095.214,17700000.0,66400000,2,78500000,9811165.375,23200000.0,66400000,2,1872842,374568.4,836935.4938,1871724,16,0,0,0,0,192,132,0.11199416,0.074662773,0,4380,729.6875,1584.07667,2509298.896,0,0,0,0,1,0,0,0,0,778.3333333,6.888888889,1934.5,192,0,0,0,0,0,0,9,62,6,11607,256,229,7,20,24.0,0.0,24,24,39200000.0,38300000.0,66400000,12100000,DDoS,1,Friday-WorkingHours-Afternoon-DDos.pcap_ISCX.csv
53,71080,1,1,44,143,44,44,44.0,0.0,143,143,143.0,0.0,2630.838492,28.13731007,71080.0,0.0,71080,71080,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,40,14.06865504,14.06865504,44,143,77.0,57.15767665,3267.0,0,0,0,0,0,0,0,0,1,115.5,44.0,143.0,20,0,0,0,0,0,0,1,44,1,143,-1,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN,0,Tuesday-WorkingHours.pcap_ISCX.csv
53,83937545,3,3,164,431,64,48,54.66666667,8.326663998,154,130,143.6666667,12.34233905,7.088603795,0.071481719,16800000.0,36000000.0,81200000,445,83800000,41900000.0,55700000.0,81300000,2488302,83900000,42000000.0,55700000.0,81400000,2568786,0,0,0,0,84,72,0.035740859,0.035740859,48,154,94.14285714,47.23144634,2230.809524,0,0,0,0,0,0,0,0,1,109.8333333,54.66666667,143.6666667,84,0,0,0,0,0,0,3,164,3,431,-1,-1,2,20,2569231.0,0.0,2569231,2569231,81200000.0,0.0,81200000,81200000,BENIGN,0,Tuesday-WorkingHours.pcap_ISCX.csv
53,59789,2,2,80,202,40,40,40.0,0.0,101,101,101.0,0.0,4716.586663,66.90193848,19929.66667,34449.06348,59708,7,7,7.0,0.0,7,7,74,74.0,0.0,74,74,0,0,0,0,64,40,33.45096924,33.45096924,40,101,64.4,33.41107601,1116.3,0,0,0,0,0,0,0,0,1,80.5,40.0,101.0,64,0,0,0,0,0,0,2,80,2,202,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN,0,Tuesday-WorkingHours.pcap_ISCX.csv
53,94089,1,1,39,249,39,39,39.0,0.0,249,249,249.0,0.0,3060.931671,21.25646994,94089.0,0.0,94089,94089,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,20,10.62823497,10.62823497,39,249,109.0,121.2435565,14700.0,0,0,0,0,0,0,0,0,1,163.5,39.0,249.0,32,0,0,0,0,0,0,1,39,1,249,-1,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN,0,Friday-WorkingHours-Morning.pcap_ISCX.csv
53,23541,2,2,56,88,28,28,28.0,0.0,44,44,44.0,0.0,6116.9873837135,169.9163162143,7847.0,13547.2540760111,23490,3,3,3.0,0.0,3,3,48,48.0,0.0,48,48,0,0,0,0,40,40,84.9581581071,84.9581581071,28,44,34.4,8.7635609201,76.8,0,0,0,0,0,0,0,0,1,43.0,28.0,44.0,40,0,0,0,0,0,0,2,56,2,88,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN,0,Monday-WorkingHours.pcap_ISCX.csv
53,229,2,2,70,354,35,35,35.0,0.0,177,177,177.0,0.0,1851528.38427948,17467.2489082969,76.3333333333,127.0170592217,223,3,3,3.0,0.0,3,3,3,3.0,0.0,3,3,0,0,0,0,80,80,8733.6244541485,8733.6244541485,35,177,91.8,77.7766031657,6049.2,0,0,0,0,0,0,0,0,1,114.75,35.0,177.0,80,0,0,0,0,0,0,2,70,2,354,-1,-1,1,40,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN,0,Monday-WorkingHours.pcap_ISCX.csv
80,138,2,0,12,0,6,6,6.0,0.0,0,0,0.0,0.0,86956.52174,14492.75362,138.0,0.0,138,138,138,138.0,0.0,138,138,0,0.0,0.0,0,0,0,0,0,0,40,0,14492.75362,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,9.0,6.0,0.0,40,0,0,0,0,0,0,2,12,0,0,251,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN,0,Friday-WorkingHours-Morning.pcap_ISCX.csv
53,30708,1,1,41,102,41,41,41.0,0.0,102,102,102.0,0.0,4656.7669662629,65.1296079198,30708.0,0.0,30708,30708,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,32,32.5648039599,32.5648039599,41,102,61.3333333333,35.2183664206,1240.3333333333,0,0,0,0,0,0,0,0,1,92.0,41.0,102.0,32,0,0,0,0,0,0,1,41,1,102,-1,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN,0,Monday-WorkingHours.pcap_ISCX.csv
53,178021,2,2,90,122,45,45,45.0,0.0,61,61,61.0,0.0,1190.87074,22.46925924,59340.33333,102775.2761,178015,3,3,3.0,0.0,3,3,3,3.0,0.0,3,3,0,0,0,0,40,40,11.23462962,11.23462962,45,61,51.4,8.76356092,76.8,0,0,0,0,0,0,0,0,1,64.25,45.0,61.0,40,0,0,0,0,0,0,2,90,2,122,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN,0,Wednesday-workingHours.pcap_ISCX.csv
53,257,2,2,68,276,34,34,34.0,0.0,138,138,138.0,0.0,1338521.401,15564.20233,85.66666667,107.7837341,207,1,1,1.0,0.0,1,1,49,49.0,0.0,49,49,0,0,0,0,40,40,7782.101167,7782.101167,34,138,75.6,56.96314598,3244.8,0,0,0,0,0,0,0,0,1,94.5,34.0,138.0,40,0,0,0,0,0,0,2,68,2,276,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN,0,Wednesday-workingHours.pcap_ISCX.csv
443,176256,32,37,1056,59070,303,0,33.0,68.8186021363,2920,0,1596.4864864865,880.3197847506,341128.812636166,391.4760348584,2592.0,6615.4374501401,31166,-1,176256,5685.6774193548,9434.0026407568,34492,3,139627,3878.5277777778,10518.0130945131,56114,3,0,0,0,0,652,752,181.5541031227,209.9219317357,0,2920,858.9428571429,1012.5301052703,1025217.21407868,0,0,0,1,0,0,0,0,1,871.3913043478,33.0,1596.4864864865,652,0,0,0,0,0,0,32,1056,37,59070,8192,127,31,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN,0,Monday-WorkingHours.pcap_ISCX.csv
52688,17,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,117647.0588,17.0,0.0,17,17,17,17.0,0.0,17,17,0,0.0,0.0,0,0,0,0,0,0,64,0,117647.0588,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,64,0,0,0,0,0,0,2,0,0,0,126,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN,0,Tuesday-WorkingHours.pcap_ISCX.csv
443,100730,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,19.85505808,100730.0,0.0,100730,100730,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,32,9.927529038,9.927529038,0,0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,1,0.0,0.0,0.0,32,0,0,0,0,0,0,1,0,1,0,382,11,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN,0,Wednesday-workingHours.pcap_ISCX.csv
53,46014,1,1,50,99,50,50,50.0,0.0,99,99,99.0,0.0,3238.144912,43.46503238,46014.0,0.0,46014,46014,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,20,21.73251619,21.73251619,50,99,66.33333333,28.29016319,800.3333333,0,0,0,0,0,0,0,0,1,99.5,50.0,99.0,20,0,0,0,0,0,0,1,50,1,99,-1,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN,0,Thursday-WorkingHours-Afternoon-Infilteration.pcap_ISCX.csv
53,154,2,2,80,202,40,40,40.0,0.0,101,101,101.0,0.0,1831168.831,25974.02597,51.33333333,82.85127237,147,3,4,4.0,0.0,4,4,3,3.0,0.0,3,3,0,0,0,0,64,64,12987.01299,12987.01299,40,101,64.4,33.41107601,1116.3,0,0,0,0,0,0,0,0,1,80.5,40.0,101.0,64,0,0,0,0,0,0,2,80,2,202,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN,0,Wednesday-workingHours.pcap_ISCX.csv
80,99770848,6,5,332,11595,332,0,55.33333333,135.5384324,10136,0,2319.0,4414.366206,119.5439373,0.110252646,9977084.8,31500000.0,99600000,1,99600000,19900000.0,44500000.0,99600000,1,195670,48917.5,87888.39302,180327,84,0,0,0,0,200,168,0.060137807,0.050114839,0,10136,993.9166667,2909.093906,8462827.356,0,0,0,0,1,0,0,0,0,1084.272727,55.33333333,2319.0,200,0,0,0,0,0,0,6,332,5,11595,274,235,1,32,984.0,0.0,984,984,99600000.0,0.0,99600000,99600000,DoS Hulk,1,Wednesday-workingHours.pcap_ISCX.csv
26409,4019165,1,5,6,30,6,6,6.0,0.0,6,6,6.0,0.0,8.95708437,1.492847395,803833.0,1788952.496,4004003,1,0,0.0,0.0,0,0,4011959,1002989.75,2000677.878,4004003,1,0,0,0,0,20,100,0.248807899,1.244039496,6,6,6.0,0.0,0.0,0,0,0,0,1,1,0,0,5,7.0,6.0,6.0,20,0,0,0,0,0,0,1,6,5,30,229,0,0,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN,0,Friday-WorkingHours-Afternoon-DDos.pcap_ISCX.csv
50259,42,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,47619.0476190476,42.0,0.0,42,42,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,32,23809.5238095238,23809.5238095238,0,0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,1,0.0,0.0,0.0,32,0,0,0,0,0,0,1,0,1,0,362,32832,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN,0,Monday-WorkingHours.pcap_ISCX.csv
53,31036,2,2,70,234,35,35,35.0,0.0,117,117,117.0,0.0,9795.076685,128.882588,10345.33333,17912.58078,31029,3,4,4.0,0.0,4,4,3,3.0,0.0,3,3,0,0,0,0,64,40,64.44129398,64.44129398,35,117,67.8,44.91324972,2017.2,0,0,0,0,0,0,0,0,1,84.75,35.0,117.0,64,0,0,0,0,0,0,2,70,2,234,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN,0,Wednesday-workingHours.pcap_ISCX.csv
1080,27,1,1,0,6,0,0,0.0,0.0,6,6,6.0,0.0,222222.2222,74074.07407,27.0,0.0,27,27,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,40,20,37037.03704,37037.03704,0,6,2.0,3.464101615,12.0,0,0,0,1,0,0,0,0,1,3.0,0.0,6.0,40,0,0,0,0,0,0,1,0,1,6,29200,0,0,40,0.0,0.0,0,0,0.0,0.0,0,0,PortScan,1,Friday-WorkingHours-Afternoon-PortScan.pcap_ISCX.csv
80,100712853,8,7,344,11595,332,0,43.0,116.805088,4344,0,1656.428571,1946.27472,118.5449488,0.148938289,7193775.214,26900000.0,101000000,1,101000000,14400000.0,38000000.0,101000000,1,147453,24575.5,55278.12893,137132,48,0,0,0,0,240,232,0.079433754,0.069504535,0,4344,746.1875,1486.287645,2209050.963,0,0,0,0,1,0,0,0,0,795.9333333,43.0,1656.428571,240,0,0,0,0,0,0,8,344,7,11595,251,235,3,20,982.0,0.0,982,982,101000000.0,0.0,101000000,101000000,DoS Hulk,1,Wednesday-workingHours.pcap_ISCX.csv
57587,40,1,1,6,6,6,6,6.0,0.0,6,6,6.0,0.0,300000.0,50000.0,40.0,0.0,40,40,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,20,25000.0,25000.0,6,6,6.0,0.0,0.0,0,0,0,0,1,1,0,0,1,9.0,6.0,6.0,20,0,0,0,0,0,0,1,6,1,6,123,256,0,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN,0,Wednesday-workingHours.pcap_ISCX.csv
64087,61,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,32786.88525,61.0,0.0,61,61,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,32,16393.44262,16393.44262,0,0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,1,0.0,0.0,0.0,32,0,0,0,0,0,0,1,0,1,0,408,33304,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN,0,Tuesday-WorkingHours.pcap_ISCX.csv
57248,84,1,1,6,6,6,6,6.0,0.0,6,6,6.0,0.0,142857.1429,23809.52381,84.0,0.0,84,84,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,20,11904.7619,11904.7619,6,6,6.0,0.0,0.0,0,0,0,0,1,1,0,0,1,9.0,6.0,6.0,20,0,0,0,0,0,0,1,6,1,6,30016,63982,0,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN,0,Friday-WorkingHours-Afternoon-PortScan.pcap_ISCX.csv
53,31832,4,2,132,122,33,33,33.0,0.0,61,61,61.0,0.0,7979.391807,188.4895702,6366.4,12954.76128,29469,3,29475,9825.0,17012.20303,29469,3,4,4.0,0.0,4,4,0,0,0,0,128,40,125.6597135,62.82985675,33,61,41.0,13.66260102,186.6666667,0,0,0,0,0,0,0,0,0,47.83333333,33.0,61.0,128,0,0,0,0,0,0,4,132,2,122,-1,-1,3,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN,0,Thursday-WorkingHours-Morning-WebAttacks.pcap_ISCX.csv
80,97559,3,6,347,11595,347,0,115.6666667,200.3405434,4344,0,1932.5,1754.831473,122407.9788,92.2518681,12194.875,29039.22206,83202,14,14049,7024.5,8531.243315,13057,992,97504,19500.8,36119.58282,83202,14,0,0,0,0,104,200,30.7506227,61.5012454,0,4344,1194.2,1621.514299,2629308.622,0,0,0,1,0,0,0,0,2,1326.888889,115.6666667,1932.5,104,0,0,0,0,0,0,3,347,6,11595,29200,235,1,32,0.0,0.0,0,0,0.0,0.0,0,0,DoS Hulk,1,Wednesday-workingHours.pcap_ISCX.csv
54923,14405,6,1,2217,6,1460,6,369.5,564.0367896,6,6,6.0,0.0,154321.4162,485.9423811,2400.833333,4264.070422,10625,2,14405,2881.0,4583.022747,10625,2,0,0.0,0.0,0,0,0,0,0,0,120,20,416.522041,69.42034016,6,1460,278.625,505.5246038,255555.125,0,0,0,0,1,0,0,0,0,318.4285714,369.5,6.0,120,0,0,0,0,0,0,6,2217,1,6,672,0,5,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN,0,Thursday-WorkingHours-Afternoon-Infilteration.pcap_ISCX.csv
52654,82,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,24390.2439,82.0,0.0,82,82,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,20,12195.12195,12195.12195,0,0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,1,0.0,0.0,0.0,20,0,0,0,0,0,0,1,0,1,0,16616,65281,0,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN,0,Tuesday-WorkingHours.pcap_ISCX.csv
53,89104949,2,2,92,168,46,46,46.0,0.0,94,74,84.0,14.14213562,2.917907512,0.044890885,29700000.0,51400000.0,89000000,30821,89100000,89100000.0,0.0,89100000,89100000,89100000,89100000.0,0.0,89100000,89100000,0,0,0,0,72,64,0.022445442,0.022445442,46,94,61.2,21.98181066,483.2,0,0,0,0,0,0,0,0,1,76.5,46.0,84.0,72,0,0,0,0,0,0,2,92,2,168,-1,-1,1,32,30821.0,0.0,30821,30821,89000000.0,0.0,89000000,89000000,BENIGN,0,Tuesday-WorkingHours.pcap_ISCX.csv
53,439797,1,1,39,55,39,39,39.0,0.0,55,55,55.0,0.0,213.7349732,4.547552621,439797.0,0.0,439797,439797,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,20,2.27377631,2.27377631,39,55,44.33333333,9.237604307,85.33333333,0,0,0,0,0,0,0,0,1,66.5,39.0,55.0,20,0,0,0,0,0,0,1,39,1,55,-1,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN,0,Thursday-WorkingHours-Afternoon-Infilteration.pcap_ISCX.csv
53,193,2,2,66,130,33,33,33.0,0.0,65,65,65.0,0.0,1015544.041,20725.3886,64.33333333,70.26616066,141,3,49,49.0,0.0,49,49,3,3.0,0.0,3,3,0,0,0,0,40,40,10362.6943,10362.6943,33,65,45.8,17.52712184,307.2,0,0,0,0,0,0,0,0,1,57.25,33.0,65.0,40,0,0,0,0,0,0,2,66,2,130,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN,0,Tuesday-WorkingHours.pcap_ISCX.csv
59158,52,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,38461.53846,52.0,0.0,52,52,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,32,19230.76923,19230.76923,0,0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,1,0.0,0.0,0.0,32,0,0,0,0,0,0,1,0,1,0,905,229,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN,0,Wednesday-workingHours.pcap_ISCX.csv
443,32241,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,62.03281536,32241.0,0.0,32241,32241,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,32,31.01640768,31.01640768,0,0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,1,0.0,0.0,0.0,32,0,0,0,0,0,0,1,0,1,0,282,71,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN,0,Tuesday-WorkingHours.pcap_ISCX.csv
123,66000139,4,4,192,192,48,48,48.0,0.0,48,48,48.0,0.0,5.818169565,0.121211866,9428591.286,24900000.0,66000000,1,66000000,22000000.0,38100000.0,66000000,4,66000000,22000000.0,38100000.0,66000000,1,0,0,0,0,80,80,0.060605933,0.060605933,48,48,48.0,0.0,0.0,0,0,0,0,0,0,0,0,1,54.0,48.0,48.0,80,0,0,0,0,0,0,4,192,4,192,-1,-1,3,20,132.0,0.0,132,132,66000000.0,0.0,66000000,66000000,BENIGN,0,Wednesday-workingHours.pcap_ISCX.csv
443,98623,18,26,2126,43937,1527,0,118.1111111,371.9167979,2920,0,1689.884615,976.19483,467061.436,446.1433945,2293.55814,6750.764748,23433,3,98623,5801.352941,10160.69771,24253,3,75063,3002.52,7765.322225,24329,4,0,0,0,0,372,532,182.5132069,263.6301877,0,2920,1023.622222,1102.928319,1216450.877,0,0,0,1,0,0,0,0,1,1046.886364,118.1111111,1689.884615,372,0,0,0,0,0,0,18,2126,26,43937,8192,66,4,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN,0,Tuesday-WorkingHours.pcap_ISCX.csv
