example_id,base_context_id,sample_id,ids_label,model_prediction,model_confidence,confidence_band,task_type,difficulty,provenance_type,has_real_shap,has_cve,source_file,review_status,reviewer_decision,reviewer_notes
trustsecai-gold-v1-00496,evx-bot-603385,603385,Bot,ATTACK,0.8359822630882263,medium,uncertainty_evidence_gap,expert,direct,True,False,Friday-WorkingHours-Morning.pcap_ISCX.csv,candidate_unreviewed,,
trustsecai-gold-v1-00465,evx-bot-554513,554513,Bot,ATTACK,0.7834628224372864,medium,threat_hunting_followup,easy,direct,True,False,Friday-WorkingHours-Morning.pcap_ISCX.csv,candidate_unreviewed,,
trustsecai-gold-v1-00466,evx-bot-554513,554513,Bot,ATTACK,0.7834628224372864,medium,executive_summary,medium,direct,True,False,Friday-WorkingHours-Morning.pcap_ISCX.csv,candidate_unreviewed,,
trustsecai-gold-v1-00468,evx-bot-554513,554513,Bot,ATTACK,0.7834628224372864,medium,vulnerability_context,expert,direct,True,False,Friday-WorkingHours-Morning.pcap_ISCX.csv,candidate_unreviewed,,
trustsecai-gold-v1-00469,evx-bot-554513,554513,Bot,ATTACK,0.7834628224372864,medium,mitigation_detection,easy,direct,True,False,Friday-WorkingHours-Morning.pcap_ISCX.csv,candidate_unreviewed,,
trustsecai-gold-v1-00483,evx-bot-586363,586363,Bot,BENIGN,0.6277649402618408,medium,vulnerability_context,hard,direct,True,False,Friday-WorkingHours-Morning.pcap_ISCX.csv,candidate_unreviewed,,
trustsecai-gold-v1-00472,evx-bot-579482,579482,Bot,ATTACK,0.7438023686408997,medium,threat_hunting_followup,expert,direct,True,False,Friday-WorkingHours-Morning.pcap_ISCX.csv,candidate_unreviewed,,
trustsecai-gold-v1-00493,evx-bot-603385,603385,Bot,ATTACK,0.8359822630882263,medium,soc_incident_assessment,easy,direct,True,False,Friday-WorkingHours-Morning.pcap_ISCX.csv,candidate_unreviewed,,
trustsecai-gold-v1-00474,evx-bot-579482,579482,Bot,ATTACK,0.7438023686408997,medium,attack_mapping,medium,direct,True,False,Friday-WorkingHours-Morning.pcap_ISCX.csv,candidate_unreviewed,,
trustsecai-gold-v1-00512,evx-bot-614212,614212,Bot,ATTACK,0.7746297121047974,medium,multi_turn_analyst_interaction,expert,direct,True,False,Friday-WorkingHours-Morning.pcap_ISCX.csv,candidate_unreviewed,,
trustsecai-gold-v1-00477,evx-bot-586363,586363,Bot,BENIGN,0.6277649402618408,medium,uncertainty_evidence_gap,easy,direct,True,False,Friday-WorkingHours-Morning.pcap_ISCX.csv,candidate_unreviewed,,
trustsecai-gold-v1-00478,evx-bot-586363,586363,Bot,BENIGN,0.6277649402618408,medium,soc_incident_assessment,medium,direct,True,False,Friday-WorkingHours-Morning.pcap_ISCX.csv,candidate_unreviewed,,
trustsecai-gold-v1-00479,evx-bot-586363,586363,Bot,BENIGN,0.6277649402618408,medium,attack_mapping,hard,direct,True,False,Friday-WorkingHours-Morning.pcap_ISCX.csv,candidate_unreviewed,,
trustsecai-gold-v1-00480,evx-bot-586363,586363,Bot,BENIGN,0.6277649402618408,medium,mitigation_detection,expert,direct,True,False,Friday-WorkingHours-Morning.pcap_ISCX.csv,candidate_unreviewed,,
trustsecai-gold-v1-00481,evx-bot-586363,586363,Bot,BENIGN,0.6277649402618408,medium,multi_turn_analyst_interaction,easy,direct,True,False,Friday-WorkingHours-Morning.pcap_ISCX.csv,candidate_unreviewed,,
trustsecai-gold-v1-00482,evx-bot-586363,586363,Bot,BENIGN,0.6277649402618408,medium,threat_hunting_followup,medium,direct,True,False,Friday-WorkingHours-Morning.pcap_ISCX.csv,candidate_unreviewed,,
trustsecai-gold-v1-00484,evx-bot-586983,586983,Bot,ATTACK,0.5993399024009705,low,uncertainty_evidence_gap,expert,direct,True,False,Friday-WorkingHours-Morning.pcap_ISCX.csv,candidate_unreviewed,,
trustsecai-gold-v1-00485,evx-bot-586983,586983,Bot,ATTACK,0.5993399024009705,low,soc_incident_assessment,easy,direct,True,False,Friday-WorkingHours-Morning.pcap_ISCX.csv,candidate_unreviewed,,
trustsecai-gold-v1-00486,evx-bot-586983,586983,Bot,ATTACK,0.5993399024009705,low,vulnerability_context,medium,direct,True,False,Friday-WorkingHours-Morning.pcap_ISCX.csv,candidate_unreviewed,,
trustsecai-gold-v1-00487,evx-bot-586983,586983,Bot,ATTACK,0.5993399024009705,low,executive_summary,hard,direct,True,False,Friday-WorkingHours-Morning.pcap_ISCX.csv,candidate_unreviewed,,
trustsecai-gold-v1-00520,evx-bot-614355,614355,Bot,ATTACK,0.5591093301773071,low,attack_mapping,expert,direct,True,False,Friday-WorkingHours-Morning.pcap_ISCX.csv,candidate_unreviewed,,
trustsecai-gold-v1-00489,evx-bot-586983,586983,Bot,ATTACK,0.5993399024009705,low,threat_hunting_followup,easy,direct,True,False,Friday-WorkingHours-Morning.pcap_ISCX.csv,candidate_unreviewed,,
trustsecai-gold-v1-00490,evx-bot-586983,586983,Bot,ATTACK,0.5993399024009705,low,multi_turn_analyst_interaction,medium,direct,True,False,Friday-WorkingHours-Morning.pcap_ISCX.csv,candidate_unreviewed,,
trustsecai-gold-v1-00516,evx-bot-614212,614212,Bot,ATTACK,0.7746297121047974,medium,executive_summary,expert,direct,True,False,Friday-WorkingHours-Morning.pcap_ISCX.csv,candidate_unreviewed,,
trustsecai-gold-v1-00494,evx-bot-603385,603385,Bot,ATTACK,0.8359822630882263,medium,vulnerability_context,medium,direct,True,False,Friday-WorkingHours-Morning.pcap_ISCX.csv,candidate_unreviewed,,
trustsecai-gold-v1-00502,evx-bot-605701,605701,Bot,ATTACK,0.7276864647865295,medium,multi_turn_analyst_interaction,medium,direct,True,False,Friday-WorkingHours-Morning.pcap_ISCX.csv,candidate_unreviewed,,
trustsecai-gold-v1-00503,evx-bot-605701,605701,Bot,ATTACK,0.7276864647865295,medium,mitigation_detection,hard,direct,True,False,Friday-WorkingHours-Morning.pcap_ISCX.csv,candidate_unreviewed,,
trustsecai-gold-v1-00505,evx-bot-613804,613804,Bot,ATTACK,0.884799063205719,medium,executive_summary,easy,direct,True,False,Friday-WorkingHours-Morning.pcap_ISCX.csv,candidate_unreviewed,,
trustsecai-gold-v1-00506,evx-bot-613804,613804,Bot,ATTACK,0.884799063205719,medium,soc_incident_assessment,medium,direct,True,False,Friday-WorkingHours-Morning.pcap_ISCX.csv,candidate_unreviewed,,
trustsecai-gold-v1-00507,evx-bot-613804,613804,Bot,ATTACK,0.884799063205719,medium,multi_turn_analyst_interaction,hard,direct,True,False,Friday-WorkingHours-Morning.pcap_ISCX.csv,candidate_unreviewed,,
trustsecai-gold-v1-00508,evx-bot-613804,613804,Bot,ATTACK,0.884799063205719,medium,attack_mapping,expert,direct,True,False,Friday-WorkingHours-Morning.pcap_ISCX.csv,candidate_unreviewed,,
trustsecai-gold-v1-00509,evx-bot-613804,613804,Bot,ATTACK,0.884799063205719,medium,vulnerability_context,easy,direct,True,False,Friday-WorkingHours-Morning.pcap_ISCX.csv,candidate_unreviewed,,
trustsecai-gold-v1-00511,evx-bot-613804,613804,Bot,ATTACK,0.884799063205719,medium,mitigation_detection,hard,direct,True,False,Friday-WorkingHours-Morning.pcap_ISCX.csv,candidate_unreviewed,,
trustsecai-gold-v1-00521,evx-bot-614355,614355,Bot,ATTACK,0.5591093301773071,low,uncertainty_evidence_gap,easy,direct,True,False,Friday-WorkingHours-Morning.pcap_ISCX.csv,candidate_unreviewed,,
trustsecai-gold-v1-00522,evx-bot-614355,614355,Bot,ATTACK,0.5591093301773071,low,soc_incident_assessment,medium,direct,True,False,Friday-WorkingHours-Morning.pcap_ISCX.csv,candidate_unreviewed,,
trustsecai-gold-v1-00523,evx-bot-614355,614355,Bot,ATTACK,0.5591093301773071,low,vulnerability_context,hard,direct,True,False,Friday-WorkingHours-Morning.pcap_ISCX.csv,candidate_unreviewed,,
trustsecai-gold-v1-00524,evx-bot-614355,614355,Bot,ATTACK,0.5591093301773071,low,mitigation_detection,expert,direct,True,False,Friday-WorkingHours-Morning.pcap_ISCX.csv,candidate_unreviewed,,
trustsecai-gold-v1-00525,evx-bot-614355,614355,Bot,ATTACK,0.5591093301773071,low,multi_turn_analyst_interaction,easy,direct,True,False,Friday-WorkingHours-Morning.pcap_ISCX.csv,candidate_unreviewed,,
trustsecai-gold-v1-00558,evx-web_attack___sql_injection-1447517,1447517,Web Attack - Sql Injection,ATTACK,0.9941545128822327,high,soc_incident_assessment,medium,direct,True,False,Thursday-WorkingHours-Morning-WebAttacks.pcap_ISCX.csv,candidate_unreviewed,,
trustsecai-gold-v1-00543,evx-web_attack___sql_injection-1447477,1447477,Web Attack - Sql Injection,ATTACK,0.9845429062843323,high,uncertainty_evidence_gap,hard,direct,True,False,Thursday-WorkingHours-Morning-WebAttacks.pcap_ISCX.csv,candidate_unreviewed,,
trustsecai-gold-v1-00528,evx-web_attack___sql_injection-1447444,1447444,Web Attack - Sql Injection,ATTACK,0.9477227926254272,high,soc_incident_assessment,expert,direct,True,False,Thursday-WorkingHours-Morning-WebAttacks.pcap_ISCX.csv,candidate_unreviewed,,
trustsecai-gold-v1-00529,evx-web_attack___sql_injection-1447444,1447444,Web Attack - Sql Injection,ATTACK,0.9477227926254272,high,threat_hunting_followup,easy,direct,True,False,Thursday-WorkingHours-Morning-WebAttacks.pcap_ISCX.csv,candidate_unreviewed,,
trustsecai-gold-v1-00530,evx-web_attack___sql_injection-1447444,1447444,Web Attack - Sql Injection,ATTACK,0.9477227926254272,high,multi_turn_analyst_interaction,medium,direct,True,False,Thursday-WorkingHours-Morning-WebAttacks.pcap_ISCX.csv,candidate_unreviewed,,
trustsecai-gold-v1-00531,evx-web_attack___sql_injection-1447444,1447444,Web Attack - Sql Injection,ATTACK,0.9477227926254272,high,attack_mapping,hard,direct,True,False,Thursday-WorkingHours-Morning-WebAttacks.pcap_ISCX.csv,candidate_unreviewed,,
trustsecai-gold-v1-00532,evx-web_attack___sql_injection-1447444,1447444,Web Attack - Sql Injection,ATTACK,0.9477227926254272,high,vulnerability_context,expert,direct,True,False,Thursday-WorkingHours-Morning-WebAttacks.pcap_ISCX.csv,candidate_unreviewed,,
trustsecai-gold-v1-00533,evx-web_attack___sql_injection-1447476,1447476,Web Attack - Sql Injection,ATTACK,0.9921478629112244,high,attack_mapping,easy,direct,True,False,Thursday-WorkingHours-Morning-WebAttacks.pcap_ISCX.csv,candidate_unreviewed,,
trustsecai-gold-v1-00666,evx-web_attack___sql_injection-1450208,1450208,Web Attack - Sql Injection,ATTACK,0.9976116418838501,high,threat_hunting_followup,medium,direct,True,False,Thursday-WorkingHours-Morning-WebAttacks.pcap_ISCX.csv,candidate_unreviewed,,
trustsecai-gold-v1-00535,evx-web_attack___sql_injection-1447476,1447476,Web Attack - Sql Injection,ATTACK,0.9921478629112244,high,vulnerability_context,hard,direct,True,False,Thursday-WorkingHours-Morning-WebAttacks.pcap_ISCX.csv,candidate_unreviewed,,
trustsecai-gold-v1-00668,evx-web_attack___sql_injection-1450208,1450208,Web Attack - Sql Injection,ATTACK,0.9976116418838501,high,executive_summary,expert,direct,True,False,Thursday-WorkingHours-Morning-WebAttacks.pcap_ISCX.csv,candidate_unreviewed,,
trustsecai-gold-v1-00553,evx-web_attack___sql_injection-1447498,1447498,Web Attack - Sql Injection,ATTACK,0.995721697807312,high,multi_turn_analyst_interaction,easy,direct,True,False,Thursday-WorkingHours-Morning-WebAttacks.pcap_ISCX.csv,candidate_unreviewed,,
trustsecai-gold-v1-00550,evx-web_attack___sql_injection-1447498,1447498,Web Attack - Sql Injection,ATTACK,0.995721697807312,high,soc_incident_assessment,medium,direct,True,False,Thursday-WorkingHours-Morning-WebAttacks.pcap_ISCX.csv,candidate_unreviewed,,
trustsecai-gold-v1-00667,evx-web_attack___sql_injection-1450208,1450208,Web Attack - Sql Injection,ATTACK,0.9976116418838501,high,mitigation_detection,hard,direct,True,False,Thursday-WorkingHours-Morning-WebAttacks.pcap_ISCX.csv,candidate_unreviewed,,
trustsecai-gold-v1-00556,evx-web_attack___sql_injection-1447517,1447517,Web Attack - Sql Injection,ATTACK,0.9941545128822327,high,mitigation_detection,expert,direct,True,False,Thursday-WorkingHours-Morning-WebAttacks.pcap_ISCX.csv,candidate_unreviewed,,
trustsecai-gold-v1-00541,evx-web_attack___sql_injection-1447477,1447477,Web Attack - Sql Injection,ATTACK,0.9845429062843323,high,attack_mapping,easy,direct,True,False,Thursday-WorkingHours-Morning-WebAttacks.pcap_ISCX.csv,candidate_unreviewed,,
trustsecai-gold-v1-00542,evx-web_attack___sql_injection-1447477,1447477,Web Attack - Sql Injection,ATTACK,0.9845429062843323,high,executive_summary,medium,direct,True,False,Thursday-WorkingHours-Morning-WebAttacks.pcap_ISCX.csv,candidate_unreviewed,,
trustsecai-gold-v1-00544,evx-web_attack___sql_injection-1447477,1447477,Web Attack - Sql Injection,ATTACK,0.9845429062843323,high,multi_turn_analyst_interaction,expert,direct,True,False,Thursday-WorkingHours-Morning-WebAttacks.pcap_ISCX.csv,candidate_unreviewed,,
trustsecai-gold-v1-00545,evx-web_attack___sql_injection-1447477,1447477,Web Attack - Sql Injection,ATTACK,0.9845429062843323,high,vulnerability_context,easy,direct,True,False,Thursday-WorkingHours-Morning-WebAttacks.pcap_ISCX.csv,candidate_unreviewed,,
trustsecai-gold-v1-00546,evx-web_attack___sql_injection-1447477,1447477,Web Attack - Sql Injection,ATTACK,0.9845429062843323,high,threat_hunting_followup,medium,direct,True,False,Thursday-WorkingHours-Morning-WebAttacks.pcap_ISCX.csv,candidate_unreviewed,,
trustsecai-gold-v1-00647,evx-web_attack___sql_injection-1449915,1449915,Web Attack - Sql Injection,ATTACK,0.9943351149559021,high,uncertainty_evidence_gap,hard,direct,True,False,Thursday-WorkingHours-Morning-WebAttacks.pcap_ISCX.csv,candidate_unreviewed,,
trustsecai-gold-v1-00672,evx-web_attack___sql_injection-1450208,1450208,Web Attack - Sql Injection,ATTACK,0.9976116418838501,high,vulnerability_context,expert,direct,True,False,Thursday-WorkingHours-Morning-WebAttacks.pcap_ISCX.csv,candidate_unreviewed,,
trustsecai-gold-v1-00549,evx-web_attack___sql_injection-1447498,1447498,Web Attack - Sql Injection,ATTACK,0.995721697807312,high,threat_hunting_followup,easy,direct,True,False,Thursday-WorkingHours-Morning-WebAttacks.pcap_ISCX.csv,candidate_unreviewed,,
trustsecai-gold-v1-00551,evx-web_attack___sql_injection-1447498,1447498,Web Attack - Sql Injection,ATTACK,0.995721697807312,high,soc_incident_assessment,hard,direct,True,False,Thursday-WorkingHours-Morning-WebAttacks.pcap_ISCX.csv,candidate_unreviewed,,
trustsecai-gold-v1-00614,evx-web_attack___sql_injection-1449396,1449396,Web Attack - Sql Injection,ATTACK,0.9882329106330872,high,vulnerability_context,medium,direct,True,False,Thursday-WorkingHours-Morning-WebAttacks.pcap_ISCX.csv,candidate_unreviewed,,
trustsecai-gold-v1-00555,evx-web_attack___sql_injection-1447517,1447517,Web Attack - Sql Injection,ATTACK,0.9941545128822327,high,multi_turn_analyst_interaction,hard,direct,True,False,Thursday-WorkingHours-Morning-WebAttacks.pcap_ISCX.csv,candidate_unreviewed,,
trustsecai-gold-v1-00557,evx-web_attack___sql_injection-1447517,1447517,Web Attack - Sql Injection,ATTACK,0.9941545128822327,high,soc_incident_assessment,easy,direct,True,False,Thursday-WorkingHours-Morning-WebAttacks.pcap_ISCX.csv,candidate_unreviewed,,
trustsecai-gold-v1-00615,evx-web_attack___sql_injection-1449396,1449396,Web Attack - Sql Injection,ATTACK,0.9882329106330872,high,threat_hunting_followup,hard,direct,True,False,Thursday-WorkingHours-Morning-WebAttacks.pcap_ISCX.csv,candidate_unreviewed,,
trustsecai-gold-v1-00560,evx-web_attack___sql_injection-1447517,1447517,Web Attack - Sql Injection,ATTACK,0.9941545128822327,high,uncertainty_evidence_gap,expert,direct,True,False,Thursday-WorkingHours-Morning-WebAttacks.pcap_ISCX.csv,candidate_unreviewed,,
trustsecai-gold-v1-00561,evx-web_attack___sql_injection-1447836,1447836,Web Attack - Sql Injection,ATTACK,0.9988886713981628,high,soc_incident_assessment,easy,direct,True,False,Thursday-WorkingHours-Morning-WebAttacks.pcap_ISCX.csv,candidate_unreviewed,,
trustsecai-gold-v1-00562,evx-web_attack___sql_injection-1447836,1447836,Web Attack - Sql Injection,ATTACK,0.9988886713981628,high,multi_turn_analyst_interaction,medium,direct,True,False,Thursday-WorkingHours-Morning-WebAttacks.pcap_ISCX.csv,candidate_unreviewed,,
trustsecai-gold-v1-00563,evx-web_attack___sql_injection-1447836,1447836,Web Attack - Sql Injection,ATTACK,0.9988886713981628,high,attack_mapping,hard,direct,True,False,Thursday-WorkingHours-Morning-WebAttacks.pcap_ISCX.csv,candidate_unreviewed,,
trustsecai-gold-v1-00564,evx-web_attack___sql_injection-1447836,1447836,Web Attack - Sql Injection,ATTACK,0.9988886713981628,high,threat_hunting_followup,expert,direct,True,False,Thursday-WorkingHours-Morning-WebAttacks.pcap_ISCX.csv,candidate_unreviewed,,
trustsecai-gold-v1-00565,evx-web_attack___sql_injection-1447836,1447836,Web Attack - Sql Injection,ATTACK,0.9988886713981628,high,mitigation_detection,easy,direct,True,False,Thursday-WorkingHours-Morning-WebAttacks.pcap_ISCX.csv,candidate_unreviewed,,
trustsecai-gold-v1-00566,evx-web_attack___sql_injection-1447836,1447836,Web Attack - Sql Injection,ATTACK,0.9988886713981628,high,executive_summary,medium,direct,True,False,Thursday-WorkingHours-Morning-WebAttacks.pcap_ISCX.csv,candidate_unreviewed,,
trustsecai-gold-v1-00567,evx-web_attack___sql_injection-1447836,1447836,Web Attack - Sql Injection,ATTACK,0.9988886713981628,high,vulnerability_context,hard,direct,True,False,Thursday-WorkingHours-Morning-WebAttacks.pcap_ISCX.csv,candidate_unreviewed,,
trustsecai-gold-v1-00568,evx-web_attack___sql_injection-1448140,1448140,Web Attack - Sql Injection,ATTACK,0.9999558925628662,high,multi_turn_analyst_interaction,expert,direct,True,False,Thursday-WorkingHours-Morning-WebAttacks.pcap_ISCX.csv,candidate_unreviewed,,
trustsecai-gold-v1-00569,evx-web_attack___sql_injection-1448140,1448140,Web Attack - Sql Injection,ATTACK,0.9999558925628662,high,vulnerability_context,easy,direct,True,False,Thursday-WorkingHours-Morning-WebAttacks.pcap_ISCX.csv,candidate_unreviewed,,
trustsecai-gold-v1-00570,evx-web_attack___sql_injection-1448140,1448140,Web Attack - Sql Injection,ATTACK,0.9999558925628662,high,uncertainty_evidence_gap,medium,direct,True,False,Thursday-WorkingHours-Morning-WebAttacks.pcap_ISCX.csv,candidate_unreviewed,,
trustsecai-gold-v1-00571,evx-web_attack___sql_injection-1448140,1448140,Web Attack - Sql Injection,ATTACK,0.9999558925628662,high,threat_hunting_followup,hard,direct,True,False,Thursday-WorkingHours-Morning-WebAttacks.pcap_ISCX.csv,candidate_unreviewed,,
trustsecai-gold-v1-00572,evx-web_attack___sql_injection-1448140,1448140,Web Attack - Sql Injection,ATTACK,0.9999558925628662,high,attack_mapping,expert,direct,True,False,Thursday-WorkingHours-Morning-WebAttacks.pcap_ISCX.csv,candidate_unreviewed,,
trustsecai-gold-v1-00573,evx-web_attack___sql_injection-1448140,1448140,Web Attack - Sql Injection,ATTACK,0.9999558925628662,high,executive_summary,easy,direct,True,False,Thursday-WorkingHours-Morning-WebAttacks.pcap_ISCX.csv,candidate_unreviewed,,
trustsecai-gold-v1-00574,evx-web_attack___sql_injection-1448140,1448140,Web Attack - Sql Injection,ATTACK,0.9999558925628662,high,soc_incident_assessment,medium,direct,True,False,Thursday-WorkingHours-Morning-WebAttacks.pcap_ISCX.csv,candidate_unreviewed,,
trustsecai-gold-v1-00575,evx-web_attack___sql_injection-1448270,1448270,Web Attack - Sql Injection,ATTACK,0.9832102060317993,high,mitigation_detection,hard,direct,True,False,Thursday-WorkingHours-Morning-WebAttacks.pcap_ISCX.csv,candidate_unreviewed,,
trustsecai-gold-v1-00576,evx-web_attack___sql_injection-1448270,1448270,Web Attack - Sql Injection,ATTACK,0.9832102060317993,high,soc_incident_assessment,expert,direct,True,False,Thursday-WorkingHours-Morning-WebAttacks.pcap_ISCX.csv,candidate_unreviewed,,
trustsecai-gold-v1-00577,evx-web_attack___sql_injection-1448270,1448270,Web Attack - Sql Injection,ATTACK,0.9832102060317993,high,uncertainty_evidence_gap,easy,direct,True,False,Thursday-WorkingHours-Morning-WebAttacks.pcap_ISCX.csv,candidate_unreviewed,,
trustsecai-gold-v1-00578,evx-web_attack___sql_injection-1448270,1448270,Web Attack - Sql Injection,ATTACK,0.9832102060317993,high,vulnerability_context,medium,direct,True,False,Thursday-WorkingHours-Morning-WebAttacks.pcap_ISCX.csv,candidate_unreviewed,,
trustsecai-gold-v1-00579,evx-web_attack___sql_injection-1448270,1448270,Web Attack - Sql Injection,ATTACK,0.9832102060317993,high,soc_incident_assessment,hard,direct,True,False,Thursday-WorkingHours-Morning-WebAttacks.pcap_ISCX.csv,candidate_unreviewed,,
trustsecai-gold-v1-00580,evx-web_attack___sql_injection-1448270,1448270,Web Attack - Sql Injection,ATTACK,0.9832102060317993,high,attack_mapping,expert,direct,True,False,Thursday-WorkingHours-Morning-WebAttacks.pcap_ISCX.csv,candidate_unreviewed,,
trustsecai-gold-v1-00581,evx-web_attack___sql_injection-1448270,1448270,Web Attack - Sql Injection,ATTACK,0.9832102060317993,high,multi_turn_analyst_interaction,easy,direct,True,False,Thursday-WorkingHours-Morning-WebAttacks.pcap_ISCX.csv,candidate_unreviewed,,
trustsecai-gold-v1-00582,evx-web_attack___sql_injection-1448540,1448540,Web Attack - Sql Injection,ATTACK,0.994055986404419,high,executive_summary,medium,direct,True,False,Thursday-WorkingHours-Morning-WebAttacks.pcap_ISCX.csv,candidate_unreviewed,,
trustsecai-gold-v1-00583,evx-web_attack___sql_injection-1448540,1448540,Web Attack - Sql Injection,ATTACK,0.994055986404419,high,soc_incident_assessment,hard,direct,True,False,Thursday-WorkingHours-Morning-WebAttacks.pcap_ISCX.csv,candidate_unreviewed,,
trustsecai-gold-v1-00584,evx-web_attack___sql_injection-1448540,1448540,Web Attack - Sql Injection,ATTACK,0.994055986404419,high,uncertainty_evidence_gap,expert,direct,True,False,Thursday-WorkingHours-Morning-WebAttacks.pcap_ISCX.csv,candidate_unreviewed,,
trustsecai-gold-v1-00585,evx-web_attack___sql_injection-1448540,1448540,Web Attack - Sql Injection,ATTACK,0.994055986404419,high,multi_turn_analyst_interaction,easy,direct,True,False,Thursday-WorkingHours-Morning-WebAttacks.pcap_ISCX.csv,candidate_unreviewed,,
trustsecai-gold-v1-00586,evx-web_attack___sql_injection-1448540,1448540,Web Attack - Sql Injection,ATTACK,0.994055986404419,high,threat_hunting_followup,medium,direct,True,False,Thursday-WorkingHours-Morning-WebAttacks.pcap_ISCX.csv,candidate_unreviewed,,
trustsecai-gold-v1-00587,evx-web_attack___sql_injection-1448540,1448540,Web Attack - Sql Injection,ATTACK,0.994055986404419,high,attack_mapping,hard,direct,True,False,Thursday-WorkingHours-Morning-WebAttacks.pcap_ISCX.csv,candidate_unreviewed,,
trustsecai-gold-v1-00588,evx-web_attack___sql_injection-1448540,1448540,Web Attack - Sql Injection,ATTACK,0.994055986404419,high,mitigation_detection,expert,direct,True,False,Thursday-WorkingHours-Morning-WebAttacks.pcap_ISCX.csv,candidate_unreviewed,,
trustsecai-gold-v1-00589,evx-web_attack___sql_injection-1448584,1448584,Web Attack - Sql Injection,ATTACK,0.9991381168365479,high,soc_incident_assessment,easy,direct,True,False,Thursday-WorkingHours-Morning-WebAttacks.pcap_ISCX.csv,candidate_unreviewed,,
trustsecai-gold-v1-00590,evx-web_attack___sql_injection-1448584,1448584,Web Attack - Sql Injection,ATTACK,0.9991381168365479,high,attack_mapping,medium,direct,True,False,Thursday-WorkingHours-Morning-WebAttacks.pcap_ISCX.csv,candidate_unreviewed,,
trustsecai-gold-v1-00591,evx-web_attack___sql_injection-1448584,1448584,Web Attack - Sql Injection,ATTACK,0.9991381168365479,high,soc_incident_assessment,hard,direct,True,False,Thursday-WorkingHours-Morning-WebAttacks.pcap_ISCX.csv,candidate_unreviewed,,
trustsecai-gold-v1-00592,evx-web_attack___sql_injection-1448584,1448584,Web Attack - Sql Injection,ATTACK,0.9991381168365479,high,executive_summary,expert,direct,True,False,Thursday-WorkingHours-Morning-WebAttacks.pcap_ISCX.csv,candidate_unreviewed,,
trustsecai-gold-v1-00593,evx-web_attack___sql_injection-1448584,1448584,Web Attack - Sql Injection,ATTACK,0.9991381168365479,high,mitigation_detection,easy,direct,True,False,Thursday-WorkingHours-Morning-WebAttacks.pcap_ISCX.csv,candidate_unreviewed,,
trustsecai-gold-v1-00594,evx-web_attack___sql_injection-1448584,1448584,Web Attack - Sql Injection,ATTACK,0.9991381168365479,high,vulnerability_context,medium,direct,True,False,Thursday-WorkingHours-Morning-WebAttacks.pcap_ISCX.csv,candidate_unreviewed,,
trustsecai-gold-v1-00623,evx-web_attack___sql_injection-1449437,1449437,Web Attack - Sql Injection,ATTACK,0.9974913597106934,high,multi_turn_analyst_interaction,hard,direct,True,False,Thursday-WorkingHours-Morning-WebAttacks.pcap_ISCX.csv,candidate_unreviewed,,
trustsecai-gold-v1-00596,evx-web_attack___sql_injection-1448619,1448619,Web Attack - Sql Injection,ATTACK,0.6548116207122803,medium,uncertainty_evidence_gap,expert,direct,True,False,Thursday-WorkingHours-Morning-WebAttacks.pcap_ISCX.csv,candidate_unreviewed,,
trustsecai-gold-v1-00601,evx-web_attack___sql_injection-1448619,1448619,Web Attack - Sql Injection,ATTACK,0.6548116207122803,medium,soc_incident_assessment,easy,direct,True,False,Thursday-WorkingHours-Morning-WebAttacks.pcap_ISCX.csv,candidate_unreviewed,,
trustsecai-gold-v1-00598,evx-web_attack___sql_injection-1448619,1448619,Web Attack - Sql Injection,ATTACK,0.6548116207122803,medium,multi_turn_analyst_interaction,medium,direct,True,False,Thursday-WorkingHours-Morning-WebAttacks.pcap_ISCX.csv,candidate_unreviewed,,
trustsecai-gold-v1-00599,evx-web_attack___sql_injection-1448619,1448619,Web Attack - Sql Injection,ATTACK,0.6548116207122803,medium,vulnerability_context,hard,direct,True,False,Thursday-WorkingHours-Morning-WebAttacks.pcap_ISCX.csv,candidate_unreviewed,,
trustsecai-gold-v1-00600,evx-web_attack___sql_injection-1448619,1448619,Web Attack - Sql Injection,ATTACK,0.6548116207122803,medium,attack_mapping,expert,direct,True,False,Thursday-WorkingHours-Morning-WebAttacks.pcap_ISCX.csv,candidate_unreviewed,,
trustsecai-gold-v1-00602,evx-web_attack___sql_injection-1448619,1448619,Web Attack - Sql Injection,ATTACK,0.6548116207122803,medium,threat_hunting_followup,medium,direct,True,False,Thursday-WorkingHours-Morning-WebAttacks.pcap_ISCX.csv,candidate_unreviewed,,
trustsecai-gold-v1-00603,evx-web_attack___sql_injection-1448660,1448660,Web Attack - Sql Injection,ATTACK,0.9985442161560059,high,uncertainty_evidence_gap,hard,direct,True,False,Thursday-WorkingHours-Morning-WebAttacks.pcap_ISCX.csv,candidate_unreviewed,,
trustsecai-gold-v1-00604,evx-web_attack___sql_injection-1448660,1448660,Web Attack - Sql Injection,ATTACK,0.9985442161560059,high,multi_turn_analyst_interaction,expert,direct,True,False,Thursday-WorkingHours-Morning-WebAttacks.pcap_ISCX.csv,candidate_unreviewed,,
trustsecai-gold-v1-00605,evx-web_attack___sql_injection-1448660,1448660,Web Attack - Sql Injection,ATTACK,0.9985442161560059,high,vulnerability_context,easy,direct,True,False,Thursday-WorkingHours-Morning-WebAttacks.pcap_ISCX.csv,candidate_unreviewed,,
